GeneID1	GeneID2	PCC_severe	feature_type	PCC_severe_abs
IL1B	ITGAM	0.244624755877991	transcript-transcript	0.244624755877991
IL1B	ANPEP	0.190106936524601	transcript-transcript	0.190106936524601
DPP4	ITGAM	-0.164059212355472	transcript-transcript	0.164059212355472
CXCL2	ITGAM	-0.176227443902978	transcript-transcript	0.176227443902978
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
ICAM1	ITGAM	0.135661794074061	transcript-transcript	0.135661794074061
ICAM1	CXCL2	0.254766465910843	transcript-transcript	0.254766465910843
GZMB	PYCARD	0.310994374835687	transcript-transcript	0.310994374835687
CALR	PYCARD	0.356052554502054	transcript-transcript	0.356052554502054
IFNG	GZMB	0.762291126562528	transcript-transcript	0.762291126562528
CD4	IFNG	0.26213287427656	transcript-transcript	0.26213287427656
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
DPP4	ANPEP	-0.258623539838521	transcript-transcript	0.258623539838521
IL10RA	CD4	0.625960254577489	transcript-transcript	0.625960254577489
MAP2K1	CXCL2	0.178483055714467	transcript-transcript	0.178483055714467
ASGR2	MAP2K1	-0.326653171287456	transcript-transcript	0.326653171287456
LCK	IL10RA	0.442667119655452	transcript-transcript	0.442667119655452
GZMB	PYCARD	0.310994374835687	transcript-transcript	0.310994374835687
TNF	IFNG	0.113205168214174	transcript-transcript	0.113205168214174
TNF	IL1B	0.433598849322391	transcript-transcript	0.433598849322391
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
LCK	CD8B	0.76854089475751	transcript-transcript	0.76854089475751
CCL4	IFNG	0.60716137182495	transcript-transcript	0.60716137182495
CCL4	IL1B	0.196141696153395	transcript-transcript	0.196141696153395
CCL4	TNF	0.203948482169353	transcript-transcript	0.203948482169353
CCL4	LCK	0.464359545337128	transcript-transcript	0.464359545337128
ICAM1	SELP	0.265809059334341	transcript-transcript	0.265809059334341
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
IL10RA	ITGAM	-0.151631572173971	transcript-transcript	0.151631572173971
IL10RA	CD8A	0.399428303753228	transcript-transcript	0.399428303753228
IL10RA	CD4	0.625960254577489	transcript-transcript	0.625960254577489
CXCL2	IL10RA	0.353003046116611	transcript-transcript	0.353003046116611
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
CCL4	CD4	0.207728802615175	transcript-transcript	0.207728802615175
ICAM1	ITGAM	0.135661794074061	transcript-transcript	0.135661794074061
FASTK	BRAF	-0.859152018192595	transcript-transcript	0.859152018192595
CD4	ITGAM	-0.397795838954933	transcript-transcript	0.397795838954933
CXCL8	CD4	-0.155788963407843	transcript-transcript	0.155788963407843
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
IL10RA	ITGAM	-0.151631572173971	transcript-transcript	0.151631572173971
IL10RA	CD8A	0.399428303753228	transcript-transcript	0.399428303753228
IL10RA	CD8B	0.362440554704358	transcript-transcript	0.362440554704358
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
LCK	IL10RA	0.442667119655452	transcript-transcript	0.442667119655452
CCL4	CD8A	0.555594853309247	transcript-transcript	0.555594853309247
CCL4	IL10RA	0.188519618717373	transcript-transcript	0.188519618717373
ICAM1	ITGAM	0.135661794074061	transcript-transcript	0.135661794074061
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
EPCAM	CALR	-0.157389852112742	transcript-transcript	0.157389852112742
CD8A	GZMB	0.580324557973639	transcript-transcript	0.580324557973639
DPP4	FURIN	-0.427167117842909	transcript-transcript	0.427167117842909
TNF	IFNG	0.113205168214174	transcript-transcript	0.113205168214174
TNF	IL1B	0.433598849322391	transcript-transcript	0.433598849322391
CD8B	ANPEP	-0.136405602922508	transcript-transcript	0.136405602922508
IL10RA	GZMB	0.377831421210447	transcript-transcript	0.377831421210447
IL10RA	CD4	0.625960254577489	transcript-transcript	0.625960254577489
ELANE	CXCL8	-0.132644841947771	transcript-transcript	0.132644841947771
ELANE	EPOR	0.466447476462251	transcript-transcript	0.466447476462251
LCK	IL10RA	0.442667119655452	transcript-transcript	0.442667119655452
CCL4	GZMB	0.558380963418089	transcript-transcript	0.558380963418089
CCL4	CD8A	0.555594853309247	transcript-transcript	0.555594853309247
CCL4	IL1B	0.196141696153395	transcript-transcript	0.196141696153395
CCL4	IL10RA	0.188519618717373	transcript-transcript	0.188519618717373
ICAM1	IL1B	0.177170252999124	transcript-transcript	0.177170252999124
ICAM1	CXCL2	0.254766465910843	transcript-transcript	0.254766465910843
IL10RA	SELP	-0.156850644111405	transcript-transcript	0.156850644111405
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ELANE	GZMB	0.158252865591389	transcript-transcript	0.158252865591389
ASGR2	ANPEP	0.199863939702384	transcript-transcript	0.199863939702384
CCL4	ASGR2	0.124498863985997	transcript-transcript	0.124498863985997
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
ICAM1	CXCL2	0.254766465910843	transcript-transcript	0.254766465910843
CCL4	IL1B	0.196141696153395	transcript-transcript	0.196141696153395
CCL4	TNF	0.203948482169353	transcript-transcript	0.203948482169353
ICAM1	CXCL2	0.254766465910843	transcript-transcript	0.254766465910843
IFNG	GZMB	0.762291126562528	transcript-transcript	0.762291126562528
CD8A	GZMB	0.580324557973639	transcript-transcript	0.580324557973639
CD8A	IFNG	0.583506211810769	transcript-transcript	0.583506211810769
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
KPNA2	EPCAM	0.182713444194452	transcript-transcript	0.182713444194452
IL10RA	GZMB	0.377831421210447	transcript-transcript	0.377831421210447
IL10RA	CD8A	0.399428303753228	transcript-transcript	0.399428303753228
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
LCK	IL10RA	0.442667119655452	transcript-transcript	0.442667119655452
CCL4	GZMB	0.558380963418089	transcript-transcript	0.558380963418089
CCL4	IFNG	0.60716137182495	transcript-transcript	0.60716137182495
CCL4	CD8A	0.555594853309247	transcript-transcript	0.555594853309247
PPIG	RNMT	0.584875537573223	transcript-transcript	0.584875537573223
IFNG	GZMB	0.762291126562528	transcript-transcript	0.762291126562528
CD8A	GZMB	0.580324557973639	transcript-transcript	0.580324557973639
CD8A	IFNG	0.583506211810769	transcript-transcript	0.583506211810769
ENPEP	SELP	0.214296445958966	transcript-transcript	0.214296445958966
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
CCL4	IL10RA	0.188519618717373	transcript-transcript	0.188519618717373
TNF	IL1B	0.433598849322391	transcript-transcript	0.433598849322391
MEN1	FASTK	0.83287146322697	transcript-transcript	0.83287146322697
CXCL2	ITGAM	-0.176227443902978	transcript-transcript	0.176227443902978
CXCL2	CD8A	0.142530766708363	transcript-transcript	0.142530766708363
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
CCL4	CD8A	0.555594853309247	transcript-transcript	0.555594853309247
ICAM1	CXCL2	0.254766465910843	transcript-transcript	0.254766465910843
ACE	CALR	0.375713768389534	transcript-transcript	0.375713768389534
IFNG	GZMB	0.762291126562528	transcript-transcript	0.762291126562528
ANPEP	ITGAM	0.478530707881748	transcript-transcript	0.478530707881748
MEN1	CALR	0.590695875994134	transcript-transcript	0.590695875994134
MEN1	ACE	0.609325303692016	transcript-transcript	0.609325303692016
ASGR2	ITGAM	-0.141831174979698	transcript-transcript	0.141831174979698
ITGAM	GZMB	-0.407437439038732	transcript-transcript	0.407437439038732
IL10RA	ITGAM	-0.151631572173971	transcript-transcript	0.151631572173971
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
IL10RA	IVD	0.21040678279431	transcript-transcript	0.21040678279431
IFNG	IL10	0.135712017586306	transcript-transcript	0.135712017586306
CD4	IFNG	0.26213287427656	transcript-transcript	0.26213287427656
CXCL8	CD4	-0.155788963407843	transcript-transcript	0.155788963407843
DPP4	ANPEP	-0.258623539838521	transcript-transcript	0.258623539838521
IL10RA	IL10	0.448897299060507	transcript-transcript	0.448897299060507
IL10RA	IFNG	0.362610569678942	transcript-transcript	0.362610569678942
IL10RA	CD4	0.625960254577489	transcript-transcript	0.625960254577489
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
PPIG	RNMT	0.584875537573223	transcript-transcript	0.584875537573223
ITGAM	MEFV	0.541976570846107	transcript-transcript	0.541976570846107
IFNG	GZMB	0.762291126562528	transcript-transcript	0.762291126562528
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
DPP4	FURIN	-0.427167117842909	transcript-transcript	0.427167117842909
EPOR	ITGAM	-0.104352405710106	transcript-transcript	0.104352405710106
IL10RA	GZMB	0.377831421210447	transcript-transcript	0.377831421210447
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ELANE	MEFV	-0.409628115698585	transcript-transcript	0.409628115698585
ELANE	ITGAM	-0.174006965877221	transcript-transcript	0.174006965877221
ELANE	EPOR	0.466447476462251	transcript-transcript	0.466447476462251
ICAM1	ACE	-0.221504484407409	transcript-transcript	0.221504484407409
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
ICAM1	IL1B	0.177170252999124	transcript-transcript	0.177170252999124
GFAP	BRAF	0.135117037379063	transcript-transcript	0.135117037379063
CPOX	ANPEP	-0.24344394351313	transcript-transcript	0.24344394351313
CD8A	IVD	0.292899369286505	transcript-transcript	0.292899369286505
CD8A	IFNG	0.583506211810769	transcript-transcript	0.583506211810769
TNF	DPP4	0.262283507052635	transcript-transcript	0.262283507052635
IL10RA	BRAF	-0.126462637560048	transcript-transcript	0.126462637560048
CXCL2	PPARA	-0.155237372422641	transcript-transcript	0.155237372422641
ASGR2	IL10RA	0.551454991549972	transcript-transcript	0.551454991549972
ENPEP	IFNG	-0.289187501867221	transcript-transcript	0.289187501867221
ENPEP	CPOX	-0.293103612863961	transcript-transcript	0.293103612863961
LCK	ACE	0.588279917803264	transcript-transcript	0.588279917803264
CCL4	EPCAM	-0.470794254693656	transcript-transcript	0.470794254693656
CD8A	CALR	0.357607843894548	transcript-transcript	0.357607843894548
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
IL10RA	IL10	0.448897299060507	transcript-transcript	0.448897299060507
CXCL2	DPP4	0.152636382542308	transcript-transcript	0.152636382542308
ELANE	GZMB	0.158252865591389	transcript-transcript	0.158252865591389
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
IL1B	PKM	-0.141055322058058	transcript-transcript	0.141055322058058
MAP2K1	PKM	-0.26150908196241	transcript-transcript	0.26150908196241
TNF	PKM	0.371433747913741	transcript-transcript	0.371433747913741
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
CD8B	CD4	0.407737060597995	transcript-transcript	0.407737060597995
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ENPEP	ANPEP	0.393365206673254	transcript-transcript	0.393365206673254
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
CD8B	CD4	0.407737060597995	transcript-transcript	0.407737060597995
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ENPEP	ANPEP	0.393365206673254	transcript-transcript	0.393365206673254
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
IL10RA	IL10	0.448897299060507	transcript-transcript	0.448897299060507
MAP2K1	BRAF	0.73896363125004	transcript-transcript	0.73896363125004
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CXCL2	DPP4	0.152636382542308	transcript-transcript	0.152636382542308
ELANE	GZMB	0.158252865591389	transcript-transcript	0.158252865591389
LCK	CD8A	0.708134857922083	transcript-transcript	0.708134857922083
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CD8A	CALR	0.357607843894548	transcript-transcript	0.357607843894548
IL10RA	IL10	0.448897299060507	transcript-transcript	0.448897299060507
CXCL2	DPP4	0.152636382542308	transcript-transcript	0.152636382542308
ELANE	GZMB	0.158252865591389	transcript-transcript	0.158252865591389
MAP2K1	BRAF	0.73896363125004	transcript-transcript	0.73896363125004
MAP2K1	CALR	-0.591906310892329	transcript-transcript	0.591906310892329
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
IL10RA	IL10	0.448897299060507	transcript-transcript	0.448897299060507
MAP2K1	BRAF	0.73896363125004	transcript-transcript	0.73896363125004
LCK	CD4	0.598214447824856	transcript-transcript	0.598214447824856
ICAM1	ITGAM	0.135661794074061	transcript-transcript	0.135661794074061
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
KPNA2	IFNG	-0.253610377750268	transcript-transcript	0.253610377750268
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
MAP2K1	BRAF	0.73896363125004	transcript-transcript	0.73896363125004
LCK	CALR	0.579663330571558	transcript-transcript	0.579663330571558
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
CD4	CD8A	0.303479130391778	transcript-transcript	0.303479130391778
TNF	IFNG	0.113205168214174	transcript-transcript	0.113205168214174
CD8B	CD4	0.407737060597995	transcript-transcript	0.407737060597995
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ICAM1	CXCL8	0.458632470077631	transcript-transcript	0.458632470077631
PYCARD	MEFV	-0.18033444417286	transcript-transcript	0.18033444417286
IFNG	IL10	0.135712017586306	transcript-transcript	0.135712017586306
CD8B	CD8A	0.906519289109122	transcript-transcript	0.906519289109122
IL10RA	EPOR	-0.375214130638103	transcript-transcript	0.375214130638103
CXCL2	CXCL8	0.488927463287909	transcript-transcript	0.488927463287909
ELANE	GZMB	0.158252865591389	transcript-transcript	0.158252865591389
ENPEP	ANPEP	0.393365206673254	transcript-transcript	0.393365206673254
CCL4	CXCL8	0.239079760412557	transcript-transcript	0.239079760412557
CCL4	CXCL2	0.139261489375104	transcript-transcript	0.139261489375104
FCGR3A	CXCL10	0.302159488854846	transcript-transcript	0.302159488854846
NCAM1	PROS1	-0.26476370205956	transcript-transcript	0.26476370205956
MS4A1	CCL3	-0.278113506859193	transcript-transcript	0.278113506859193
MS4A1	F8	0.178782644211726	transcript-transcript	0.178782644211726
CCL2	CCL3	0.300416148741919	transcript-transcript	0.300416148741919
SERPINF2	PLG	-0.201238892527185	transcript-transcript	0.201238892527185
CCL5	CCL3	0.248934090032989	transcript-transcript	0.248934090032989
CCL5	MS4A1	-0.213979780816911	transcript-transcript	0.213979780816911
JAK1	CCL2	-0.214125785142806	transcript-transcript	0.214125785142806
ESR1	CCL3	-0.512707816023238	transcript-transcript	0.512707816023238
ESR1	F8	0.247398451381843	transcript-transcript	0.247398451381843
C5	ABCB1	0.48579716815981	transcript-transcript	0.48579716815981
CD14	ESR1	-0.57503162577095	transcript-transcript	0.57503162577095
NFKB1	JAK1	0.720306025267984	transcript-transcript	0.720306025267984
CASP1	LTF	-0.2190643139537	transcript-transcript	0.2190643139537
CASP1	FCGR3A	0.724130965027305	transcript-transcript	0.724130965027305
MAPK1	SERPINF2	-0.39967483807348	transcript-transcript	0.39967483807348
ERBB2	CD14	0.372589931466102	transcript-transcript	0.372589931466102
CCL4	CCL3	0.653777326015789	transcript-transcript	0.653777326015789
CCL4	FCGR3A	0.125255920745568	transcript-transcript	0.125255920745568
CCL4	CCL2	0.293287783822043	transcript-transcript	0.293287783822043
RTN2	BSG	0.562332613347999	transcript-transcript	0.562332613347999
B2M	LTF	-0.224233915319782	transcript-transcript	0.224233915319782
B2M	FCGR3A	0.594533433800333	transcript-transcript	0.594533433800333
B2M	CTSL	-0.124791615214204	transcript-transcript	0.124791615214204
B2M	CASP1	0.706877363698386	transcript-transcript	0.706877363698386
STAT1	CXCL10	0.75605761699769	transcript-transcript	0.75605761699769
STAT1	CASP1	0.73809170545998	transcript-transcript	0.73809170545998
STAT1	B2M	0.514603283948522	transcript-transcript	0.514603283948522
IL6ST	SERPINF2	-0.473133849978288	transcript-transcript	0.473133849978288
IL6ST	STAT3	0.488328309569499	transcript-transcript	0.488328309569499
IL1R2	MUC1	0.311689170061969	transcript-transcript	0.311689170061969
IRF1	FCGR3A	0.55791729361768	transcript-transcript	0.55791729361768
IRF1	CASP1	0.778270812809285	transcript-transcript	0.778270812809285
IRF1	B2M	0.649671948590638	transcript-transcript	0.649671948590638
IRF1	STAT1	0.687762070854073	transcript-transcript	0.687762070854073
PTPN6	MUC1	0.609270272140283	transcript-transcript	0.609270272140283
FCER1G	CCL3	0.169940011594598	transcript-transcript	0.169940011594598
FCER1G	F8	0.604062945283949	transcript-transcript	0.604062945283949
FCER1G	CCL5	-0.315276107006393	transcript-transcript	0.315276107006393
FCER1G	ESR1	-0.217599197433791	transcript-transcript	0.217599197433791
IL7R	CCL2	0.15266264511695	transcript-transcript	0.15266264511695
FCGR3A	IL6R	0.518725721329049	transcript-transcript	0.518725721329049
IL1RN	FCGR3A	0.434709046519638	transcript-transcript	0.434709046519638
ABCB1	TLR7	0.228137865603806	transcript-transcript	0.228137865603806
CD19	MS4A1	0.853230164042119	transcript-transcript	0.853230164042119
MME	ADAM17	0.438650650322502	transcript-transcript	0.438650650322502
CCL2	IL1RN	0.37813749062708	transcript-transcript	0.37813749062708
CTSB	JAK2	-0.440067332336257	transcript-transcript	0.440067332336257
CTSB	CCL2	0.320550425473189	transcript-transcript	0.320550425473189
CCL5	CCL2	0.406413258760579	transcript-transcript	0.406413258760579
VWF	CCL5	0.5396286220343	transcript-transcript	0.5396286220343
ESR1	CCL5	-0.356550283209328	transcript-transcript	0.356550283209328
STAT3	IL1RN	0.465398237083604	transcript-transcript	0.465398237083604
STAT3	JAK1	0.756360895951867	transcript-transcript	0.756360895951867
CTSL	CCL2	0.430155875309278	transcript-transcript	0.430155875309278
CTSL	CTSB	0.577828127656963	transcript-transcript	0.577828127656963
CTSL	VWF	-0.185207967578522	transcript-transcript	0.185207967578522
CD14	CTSB	0.538210751749792	transcript-transcript	0.538210751749792
CD14	CCL5	0.395863004720726	transcript-transcript	0.395863004720726
CD14	VWF	0.130075545385815	transcript-transcript	0.130075545385815
CD14	ESR1	-0.57503162577095	transcript-transcript	0.57503162577095
CD14	CTSL	0.249053993742848	transcript-transcript	0.249053993742848
NFKB1	CCL5	-0.363587079334542	transcript-transcript	0.363587079334542
CASP1	JAK2	0.4152497277295	transcript-transcript	0.4152497277295
CASP1	CD14	0.253446815849683	transcript-transcript	0.253446815849683
CCL4	CCL3	0.653777326015789	transcript-transcript	0.653777326015789
CCL4	CCL2	0.293287783822043	transcript-transcript	0.293287783822043
STAT1	CXCL10	0.75605761699769	transcript-transcript	0.75605761699769
STAT1	JAK2	0.525315701687608	transcript-transcript	0.525315701687608
STAT1	CCL5	-0.166878649894962	transcript-transcript	0.166878649894962
STAT1	CTSL	0.172484676958723	transcript-transcript	0.172484676958723
STAT1	CASP1	0.73809170545998	transcript-transcript	0.73809170545998
STAT1	B2M	0.514603283948522	transcript-transcript	0.514603283948522
IL1B	IL1RN	0.752434221740142	transcript-transcript	0.752434221740142
IL1B	NFKB1	0.565375085471566	transcript-transcript	0.565375085471566
IL1R2	STAT3	0.272466741745004	transcript-transcript	0.272466741745004
IRF1	CD14	0.425781671001236	transcript-transcript	0.425781671001236
IRF1	CASP1	0.778270812809285	transcript-transcript	0.778270812809285
IRF1	B2M	0.649671948590638	transcript-transcript	0.649671948590638
IRF1	STAT1	0.687762070854073	transcript-transcript	0.687762070854073
IRF1	IL1B	0.745196756976014	transcript-transcript	0.745196756976014
PTPN6	CASP1	0.23908863048176	transcript-transcript	0.23908863048176
LYZ	CCL5	0.166532426386574	transcript-transcript	0.166532426386574
LYZ	VWF	0.128186210409102	transcript-transcript	0.128186210409102
LYZ	ESR1	-0.324163337768567	transcript-transcript	0.324163337768567
LYZ	CTSL	0.248359375704924	transcript-transcript	0.248359375704924
FCER1G	CCL2	-0.229642756812963	transcript-transcript	0.229642756812963
FCER1G	CTSB	0.166512837715532	transcript-transcript	0.166512837715532
FCER1G	CCL5	-0.315276107006393	transcript-transcript	0.315276107006393
FCER1G	VWF	-0.192690128875691	transcript-transcript	0.192690128875691
FCER1G	ESR1	-0.217599197433791	transcript-transcript	0.217599197433791
FCER1G	CTSL	0.13621628550723	transcript-transcript	0.13621628550723
FCER1G	NFKB1	0.336933186209265	transcript-transcript	0.336933186209265
FCER1G	CASP1	0.388667600374329	transcript-transcript	0.388667600374329
FCER1G	STAT1	0.152897379871767	transcript-transcript	0.152897379871767
FCER1G	IRF1	0.426413610046606	transcript-transcript	0.426413610046606
FCER1G	LYZ	-0.16245205820694	transcript-transcript	0.16245205820694
IL7R	CCL5	0.246751598433572	transcript-transcript	0.246751598433572
IL7R	IL6ST	0.372581341819064	transcript-transcript	0.372581341819064
PRF1	TLR4	-0.430331577061765	transcript-transcript	0.430331577061765
FCGR3B	TLR7	0.190819461611359	transcript-transcript	0.190819461611359
CTRL	ABO	-0.15678953392148	transcript-transcript	0.15678953392148
CTRL	SH2D3C	0.753196383115859	transcript-transcript	0.753196383115859
CTRL	MAS1	0.35868989868523	transcript-transcript	0.35868989868523
TLR3	PRF1	0.587660382890645	transcript-transcript	0.587660382890645
LTF	LAMP3	-0.170323270204499	transcript-transcript	0.170323270204499
LTF	FCGR3B	-0.110317509688221	transcript-transcript	0.110317509688221
LTF	MUC1	0.208167966422787	transcript-transcript	0.208167966422787
SLC33A1	SOAT1	0.499933264084012	transcript-transcript	0.499933264084012
PLG	IL6R	0.338735788081232	transcript-transcript	0.338735788081232
PLG	PROS1	-0.36397551411021	transcript-transcript	0.36397551411021
PLG	C3	0.227903611798046	transcript-transcript	0.227903611798046
JAK2	FCGR3B	0.268127553095926	transcript-transcript	0.268127553095926
ABCB1	SOAT1	0.233276091787414	transcript-transcript	0.233276091787414
CD19	IL7	-0.164507875515142	transcript-transcript	0.164507875515142
CD19	MS4A1	0.853230164042119	transcript-transcript	0.853230164042119
CTSB	PRF1	0.176639814573288	transcript-transcript	0.176639814573288
CTSB	FCGR3B	-0.125172607289559	transcript-transcript	0.125172607289559
CTSB	CCL2	0.320550425473189	transcript-transcript	0.320550425473189
SERPINF2	IL6R	-0.352242200437445	transcript-transcript	0.352242200437445
SERPINF2	PLG	-0.201238892527185	transcript-transcript	0.201238892527185
BSG	IL18	0.27347636132501	transcript-transcript	0.27347636132501
JAK1	MS4A1	0.251087473425076	transcript-transcript	0.251087473425076
JAK1	CD19	-0.141472158105018	transcript-transcript	0.141472158105018
BTK	IL7	0.256428846440195	transcript-transcript	0.256428846440195
BTK	MS4A1	-0.226926002861448	transcript-transcript	0.226926002861448
BTK	CD19	-0.499183843057776	transcript-transcript	0.499183843057776
STAT3	BTK	0.298324635058494	transcript-transcript	0.298324635058494
C5	PROS1	-0.248150074380902	transcript-transcript	0.248150074380902
C5	C3	0.190356649125261	transcript-transcript	0.190356649125261
C5	PLG	0.273705249471208	transcript-transcript	0.273705249471208
CD14	C3	0.513775860497164	transcript-transcript	0.513775860497164
CD14	PLG	0.178938434189742	transcript-transcript	0.178938434189742
CD14	SERPINF2	0.384479499477731	transcript-transcript	0.384479499477731
NFKB1	IL2RA	0.130491685696241	transcript-transcript	0.130491685696241
NFKB1	CD19	-0.217393399391099	transcript-transcript	0.217393399391099
