GeneID1	GeneID2	PCC_mild	feature_type	PCC_mild_abs
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
DPP4	ITGAM	-0.557881957797015	transcript-transcript	0.557881957797015
CXCL2	ITGAM	0.38468583977728	transcript-transcript	0.38468583977728
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
ICAM1	ITGAM	0.556082655564327	transcript-transcript	0.556082655564327
ICAM1	DPP4	-0.415916393833978	transcript-transcript	0.415916393833978
ICAM1	CXCL2	0.319945788921637	transcript-transcript	0.319945788921637
GZMB	PYCARD	0.142563998762391	transcript-transcript	0.142563998762391
CALR	PYCARD	0.363843826236041	transcript-transcript	0.363843826236041
IFNG	GZMB	0.580255557794298	transcript-transcript	0.580255557794298
SELP	ITGAM	0.460515402287691	transcript-transcript	0.460515402287691
CD4	IFNG	0.22395513056623	transcript-transcript	0.22395513056623
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
DPP4	ANPEP	-0.611825407991157	transcript-transcript	0.611825407991157
IL10RA	CD4	0.677821863205208	transcript-transcript	0.677821863205208
MAP2K1	CXCL2	0.243617692849695	transcript-transcript	0.243617692849695
LCK	IL10RA	0.228345760579691	transcript-transcript	0.228345760579691
GZMB	PYCARD	0.142563998762391	transcript-transcript	0.142563998762391
IL1B	IL10	0.328382111334361	transcript-transcript	0.328382111334361
IL1B	IFNG	-0.219569552046112	transcript-transcript	0.219569552046112
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
TNF	IFNG	0.355438294322695	transcript-transcript	0.355438294322695
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
ASGR2	CXCL2	0.16072144736394	transcript-transcript	0.16072144736394
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
LCK	CD8B	0.757840057132676	transcript-transcript	0.757840057132676
CCL4	IFNG	0.428301536372862	transcript-transcript	0.428301536372862
CCL4	TNF	0.130425709069172	transcript-transcript	0.130425709069172
CCL4	LCK	0.409987361739868	transcript-transcript	0.409987361739868
ICAM1	SELP	0.271300345083941	transcript-transcript	0.271300345083941
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
CXCL8	ITGAM	-0.126957455866036	transcript-transcript	0.126957455866036
IL10RA	ITGAM	-0.276542311905295	transcript-transcript	0.276542311905295
IL10RA	CD4	0.677821863205208	transcript-transcript	0.677821863205208
ASGR2	FURIN	0.640750503190311	transcript-transcript	0.640750503190311
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
CCL4	CD4	0.157636102138278	transcript-transcript	0.157636102138278
ICAM1	ITGAM	0.556082655564327	transcript-transcript	0.556082655564327
FASTK	BRAF	-0.88495434133576	transcript-transcript	0.88495434133576
CD4	ITGAM	-0.471963006916246	transcript-transcript	0.471963006916246
CXCL8	ITGAM	-0.126957455866036	transcript-transcript	0.126957455866036
CXCL8	CD4	-0.104597716014622	transcript-transcript	0.104597716014622
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
IL10RA	ITGAM	-0.276542311905295	transcript-transcript	0.276542311905295
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
LCK	IL10RA	0.228345760579691	transcript-transcript	0.228345760579691
CCL4	CD8A	0.376363189049614	transcript-transcript	0.376363189049614
CCL4	IL10RA	0.14941269023123	transcript-transcript	0.14941269023123
ICAM1	ITGAM	0.556082655564327	transcript-transcript	0.556082655564327
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
EPCAM	CALR	-0.394748027529909	transcript-transcript	0.394748027529909
CD8A	GZMB	0.370866072134047	transcript-transcript	0.370866072134047
DPP4	FURIN	-0.391031072447226	transcript-transcript	0.391031072447226
TNF	IFNG	0.355438294322695	transcript-transcript	0.355438294322695
CD8B	ANPEP	-0.112963315230777	transcript-transcript	0.112963315230777
IL10RA	CD4	0.677821863205208	transcript-transcript	0.677821863205208
ELANE	EPOR	0.571198265795225	transcript-transcript	0.571198265795225
LCK	IL10RA	0.228345760579691	transcript-transcript	0.228345760579691
CCL4	GZMB	0.31034046021663	transcript-transcript	0.31034046021663
CCL4	CD8A	0.376363189049614	transcript-transcript	0.376363189049614
CCL4	IL10RA	0.14941269023123	transcript-transcript	0.14941269023123
ICAM1	IL1B	0.379243743707962	transcript-transcript	0.379243743707962
ICAM1	CXCL2	0.319945788921637	transcript-transcript	0.319945788921637
TNF	CXCL8	0.145096792947408	transcript-transcript	0.145096792947408
IL10RA	SELP	-0.189513367438275	transcript-transcript	0.189513367438275
ASGR2	ANPEP	0.660462070047464	transcript-transcript	0.660462070047464
CCL4	ASGR2	-0.426565397206318	transcript-transcript	0.426565397206318
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
ICAM1	CXCL2	0.319945788921637	transcript-transcript	0.319945788921637
LCK	IL10	-0.587271499919702	transcript-transcript	0.587271499919702
CCL4	TNF	0.130425709069172	transcript-transcript	0.130425709069172
ICAM1	TNF	-0.216944533400137	transcript-transcript	0.216944533400137
ICAM1	CXCL2	0.319945788921637	transcript-transcript	0.319945788921637
IFNG	GZMB	0.580255557794298	transcript-transcript	0.580255557794298
CD8A	GZMB	0.370866072134047	transcript-transcript	0.370866072134047
CD8A	IFNG	0.543022922484187	transcript-transcript	0.543022922484187
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
TNF	IL10	-0.140318639158989	transcript-transcript	0.140318639158989
LCK	IL10RA	0.228345760579691	transcript-transcript	0.228345760579691
CCL4	GZMB	0.31034046021663	transcript-transcript	0.31034046021663
CCL4	IFNG	0.428301536372862	transcript-transcript	0.428301536372862
CCL4	CD8A	0.376363189049614	transcript-transcript	0.376363189049614
PPIG	RNMT	0.683655265793539	transcript-transcript	0.683655265793539
IFNG	GZMB	0.580255557794298	transcript-transcript	0.580255557794298
CD8A	GZMB	0.370866072134047	transcript-transcript	0.370866072134047
CD8A	IFNG	0.543022922484187	transcript-transcript	0.543022922484187
TNF	IL10	-0.140318639158989	transcript-transcript	0.140318639158989
KPNA2	PPIG	0.104048948277769	transcript-transcript	0.104048948277769
ELANE	SELP	0.298329306940877	transcript-transcript	0.298329306940877
ELANE	CXCL2	-0.102621146241425	transcript-transcript	0.102621146241425
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
CCL4	IL10RA	0.14941269023123	transcript-transcript	0.14941269023123
CD8A	SELP	-0.232940100130689	transcript-transcript	0.232940100130689
MEN1	FASTK	0.898494126067768	transcript-transcript	0.898494126067768
CXCL2	ITGAM	0.38468583977728	transcript-transcript	0.38468583977728
CXCL2	CD8A	-0.524154653459379	transcript-transcript	0.524154653459379
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
CCL4	CD8A	0.376363189049614	transcript-transcript	0.376363189049614
ICAM1	CD8A	-0.275837341053488	transcript-transcript	0.275837341053488
ICAM1	CXCL2	0.319945788921637	transcript-transcript	0.319945788921637
ICAM1	CCL4	-0.299616153810228	transcript-transcript	0.299616153810228
ACE	CALR	0.254994536862517	transcript-transcript	0.254994536862517
IFNG	GZMB	0.580255557794298	transcript-transcript	0.580255557794298
ANPEP	ITGAM	0.578184631227164	transcript-transcript	0.578184631227164
MEN1	CALR	0.554653930770401	transcript-transcript	0.554653930770401
MEN1	ACE	0.727783095554509	transcript-transcript	0.727783095554509
MEN1	TNF	0.383256984918252	transcript-transcript	0.383256984918252
ASGR2	ITGAM	0.493583452006959	transcript-transcript	0.493583452006959
ICAM1	GZMB	-0.279285752420919	transcript-transcript	0.279285752420919
ICAM1	LCK	-0.429879868732819	transcript-transcript	0.429879868732819
ITGAM	GZMB	-0.448915370267094	transcript-transcript	0.448915370267094
IL1B	IL10	0.328382111334361	transcript-transcript	0.328382111334361
TNF	IL10	-0.140318639158989	transcript-transcript	0.140318639158989
IL10RA	ITGAM	-0.276542311905295	transcript-transcript	0.276542311905295
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
IL10RA	IVD	0.534415713522094	transcript-transcript	0.534415713522094
IFNG	IL10	-0.330463657282611	transcript-transcript	0.330463657282611
CD4	IFNG	0.22395513056623	transcript-transcript	0.22395513056623
CXCL8	IFNG	-0.162080451170924	transcript-transcript	0.162080451170924
CXCL8	CD4	-0.104597716014622	transcript-transcript	0.104597716014622
IL1B	CD4	-0.224640231085036	transcript-transcript	0.224640231085036
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
DPP4	ANPEP	-0.611825407991157	transcript-transcript	0.611825407991157
IL10RA	IL10	-0.163005369985466	transcript-transcript	0.163005369985466
IL10RA	CD4	0.677821863205208	transcript-transcript	0.677821863205208
ASGR2	IL1B	-0.210915980878793	transcript-transcript	0.210915980878793
ICAM1	IFNG	-0.351971426590223	transcript-transcript	0.351971426590223
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
PPIG	RNMT	0.683655265793539	transcript-transcript	0.683655265793539
ITGAM	MEFV	0.770897946980389	transcript-transcript	0.770897946980389
IFNG	GZMB	0.580255557794298	transcript-transcript	0.580255557794298
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
IL1B	CXCL8	0.2232952578266	transcript-transcript	0.2232952578266
DPP4	FURIN	-0.391031072447226	transcript-transcript	0.391031072447226
EPOR	ITGAM	0.305803030071833	transcript-transcript	0.305803030071833
ELANE	ITGAM	0.130740166615108	transcript-transcript	0.130740166615108
ELANE	EPOR	0.571198265795225	transcript-transcript	0.571198265795225
ICAM1	ACE	-0.285811592701721	transcript-transcript	0.285811592701721
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
ICAM1	IL1B	0.379243743707962	transcript-transcript	0.379243743707962
EPCAM	IL10	0.245658992636482	transcript-transcript	0.245658992636482
GFAP	BRAF	-0.281407608548409	transcript-transcript	0.281407608548409
CPOX	ITGAM	-0.455288911704862	transcript-transcript	0.455288911704862
CPOX	ANPEP	-0.648930116699833	transcript-transcript	0.648930116699833
CD8A	IVD	0.544672634037296	transcript-transcript	0.544672634037296
CD8A	IFNG	0.543022922484187	transcript-transcript	0.543022922484187
TNF	DPP4	0.178430300043998	transcript-transcript	0.178430300043998
IL10RA	BRAF	-0.199453588876426	transcript-transcript	0.199453588876426
ENPEP	IFNG	-0.455929074046589	transcript-transcript	0.455929074046589
ENPEP	CPOX	-0.606635757012961	transcript-transcript	0.606635757012961
LCK	ACE	0.732276729927632	transcript-transcript	0.732276729927632
CCL4	EPCAM	0.175569894237991	transcript-transcript	0.175569894237991
CD8A	CALR	0.126295915003377	transcript-transcript	0.126295915003377
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
IL10RA	IL10	-0.163005369985466	transcript-transcript	0.163005369985466
CXCL2	DPP4	-0.316864548271163	transcript-transcript	0.316864548271163
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
IL1B	PKM	-0.410838483020861	transcript-transcript	0.410838483020861
MAP2K1	PKM	-0.3233924091845	transcript-transcript	0.3233924091845
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
CD8B	CD4	0.239417809299372	transcript-transcript	0.239417809299372
ENPEP	ANPEP	0.391604863969695	transcript-transcript	0.391604863969695
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
CD8B	CD4	0.239417809299372	transcript-transcript	0.239417809299372
ENPEP	ANPEP	0.391604863969695	transcript-transcript	0.391604863969695
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
IL10RA	IL10	-0.163005369985466	transcript-transcript	0.163005369985466
MAP2K1	BRAF	0.687369609752852	transcript-transcript	0.687369609752852
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
MEN1	GFAP	0.283855541165088	transcript-transcript	0.283855541165088
CXCL2	DPP4	-0.316864548271163	transcript-transcript	0.316864548271163
LCK	CD8A	0.71541811901306	transcript-transcript	0.71541811901306
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
CD8A	CALR	0.126295915003377	transcript-transcript	0.126295915003377
IL10RA	IL10	-0.163005369985466	transcript-transcript	0.163005369985466
CXCL2	DPP4	-0.316864548271163	transcript-transcript	0.316864548271163
MAP2K1	BRAF	0.687369609752852	transcript-transcript	0.687369609752852
MAP2K1	CALR	-0.546328626334067	transcript-transcript	0.546328626334067
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
MEN1	GFAP	0.283855541165088	transcript-transcript	0.283855541165088
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
IL10RA	IL10	-0.163005369985466	transcript-transcript	0.163005369985466
MAP2K1	BRAF	0.687369609752852	transcript-transcript	0.687369609752852
LCK	CD4	0.496353871923829	transcript-transcript	0.496353871923829
ICAM1	ITGAM	0.556082655564327	transcript-transcript	0.556082655564327
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
MEN1	PPARA	-0.510793051517947	transcript-transcript	0.510793051517947
KPNA2	IFNG	-0.203953275733538	transcript-transcript	0.203953275733538
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
MAP2K1	BRAF	0.687369609752852	transcript-transcript	0.687369609752852
LCK	CALR	0.357460999770291	transcript-transcript	0.357460999770291
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
CD4	CD8A	0.269436548108979	transcript-transcript	0.269436548108979
TNF	IFNG	0.355438294322695	transcript-transcript	0.355438294322695
CD8B	CD4	0.239417809299372	transcript-transcript	0.239417809299372
ICAM1	CXCL8	0.130409352105888	transcript-transcript	0.130409352105888
PYCARD	MEFV	-0.156674862248098	transcript-transcript	0.156674862248098
IFNG	IL10	-0.330463657282611	transcript-transcript	0.330463657282611
CD8B	CD8A	0.907438058417483	transcript-transcript	0.907438058417483
IL10RA	EPOR	-0.267348471034155	transcript-transcript	0.267348471034155
ASGR2	SELP	0.104143957432874	transcript-transcript	0.104143957432874
ENPEP	ANPEP	0.391604863969695	transcript-transcript	0.391604863969695
CCL4	CXCL8	0.18615917217039	transcript-transcript	0.18615917217039
CCL4	CXCL2	-0.387169320014123	transcript-transcript	0.387169320014123
F8	CCL3	-0.509601240936947	transcript-transcript	0.509601240936947
FCGR3A	CXCL10	0.319559844668047	transcript-transcript	0.319559844668047
MS4A1	F8	-0.10873067837633	transcript-transcript	0.10873067837633
CCL2	CCL3	0.245030573635996	transcript-transcript	0.245030573635996
CTSB	FCGR3A	0.300970230957259	transcript-transcript	0.300970230957259
SERPINF2	PLG	-0.318360605483327	transcript-transcript	0.318360605483327
CCL5	CCL3	0.4301535030132	transcript-transcript	0.4301535030132
CCL5	MS4A1	-0.249338698588634	transcript-transcript	0.249338698588634
JAK1	CCL2	-0.425851718355717	transcript-transcript	0.425851718355717
ESR1	CCL3	-0.270270256055534	transcript-transcript	0.270270256055534
ESR1	F8	0.215228033546532	transcript-transcript	0.215228033546532
C5	GOT1	-0.231232691972928	transcript-transcript	0.231232691972928
CD14	ESR1	-0.42974731138781	transcript-transcript	0.42974731138781
NFKB1	CCL2	-0.109412596265378	transcript-transcript	0.109412596265378
NFKB1	JAK1	0.687611606894354	transcript-transcript	0.687611606894354
CASP1	LTF	0.144935735943105	transcript-transcript	0.144935735943105
CASP1	FCGR3A	0.570931171990989	transcript-transcript	0.570931171990989
MAPK1	SERPINF2	-0.424359621233713	transcript-transcript	0.424359621233713
ERBB2	CD14	0.297820936095766	transcript-transcript	0.297820936095766
CCL4	CCL3	0.541519269933648	transcript-transcript	0.541519269933648
CCL4	FCGR3A	-0.339103811016522	transcript-transcript	0.339103811016522
RTN2	BSG	0.812782830509003	transcript-transcript	0.812782830509003
B2M	LTF	0.100550860712797	transcript-transcript	0.100550860712797
B2M	FCGR3A	0.635388765631995	transcript-transcript	0.635388765631995
B2M	CTSL	0.149498604277311	transcript-transcript	0.149498604277311
B2M	CASP1	0.782983253268185	transcript-transcript	0.782983253268185
STAT1	CXCL10	0.763251557455175	transcript-transcript	0.763251557455175
STAT1	CASP1	0.746499561541452	transcript-transcript	0.746499561541452
STAT1	B2M	0.666590175165116	transcript-transcript	0.666590175165116
IL6ST	SERPINF2	-0.692947872980014	transcript-transcript	0.692947872980014
IL6ST	STAT3	0.566150271015941	transcript-transcript	0.566150271015941
IL1R2	MUC1	-0.126397615281153	transcript-transcript	0.126397615281153
IRF1	LTF	0.315019501688609	transcript-transcript	0.315019501688609
IRF1	FCGR3A	0.294964053935842	transcript-transcript	0.294964053935842
IRF1	CASP1	0.564329675163773	transcript-transcript	0.564329675163773
IRF1	B2M	0.573858521130468	transcript-transcript	0.573858521130468
IRF1	STAT1	0.309960035889976	transcript-transcript	0.309960035889976
PTPN6	MUC1	0.426671854408533	transcript-transcript	0.426671854408533
FCER1G	CCL3	-0.294818714689822	transcript-transcript	0.294818714689822
FCER1G	F8	0.258250238894649	transcript-transcript	0.258250238894649
FCER1G	MS4A1	-0.29357493160076	transcript-transcript	0.29357493160076
FCER1G	CCL5	-0.4717322612638	transcript-transcript	0.4717322612638
FCGR3A	IL6R	0.59473628303138	transcript-transcript	0.59473628303138
IL1RN	FCGR3A	0.467199235484821	transcript-transcript	0.467199235484821
ABCB1	TLR7	0.101493491792489	transcript-transcript	0.101493491792489
MS4A1	IL7	0.227823128808469	transcript-transcript	0.227823128808469
CD19	MS4A1	0.533915907548609	transcript-transcript	0.533915907548609
MME	ADAM17	0.637119405217005	transcript-transcript	0.637119405217005
CCL2	IL1RN	0.36723874653626	transcript-transcript	0.36723874653626
CTSB	JAK2	0.262218441264459	transcript-transcript	0.262218441264459
CTSB	CCL2	-0.300275922154161	transcript-transcript	0.300275922154161
VWF	CCL5	0.127251656856939	transcript-transcript	0.127251656856939
JAK1	IL7	0.369699387015554	transcript-transcript	0.369699387015554
ESR1	CCL5	-0.460020944627876	transcript-transcript	0.460020944627876
STAT3	IL1RN	0.593962979073825	transcript-transcript	0.593962979073825
STAT3	JAK1	0.715019025507619	transcript-transcript	0.715019025507619
CTSL	CCL2	0.490655562106996	transcript-transcript	0.490655562106996
CTSL	CTSB	0.362913856988638	transcript-transcript	0.362913856988638
CTSL	CCL5	-0.317467439517118	transcript-transcript	0.317467439517118
CTSL	VWF	-0.200352739841314	transcript-transcript	0.200352739841314
CD14	CTSB	0.371934062184396	transcript-transcript	0.371934062184396
CD14	CCL5	0.354410417621613	transcript-transcript	0.354410417621613
CD14	VWF	0.367596619046214	transcript-transcript	0.367596619046214
CD14	ESR1	-0.42974731138781	transcript-transcript	0.42974731138781
CD14	CTSL	0.14780379245413	transcript-transcript	0.14780379245413
NFKB1	CCL5	-0.715323819629994	transcript-transcript	0.715323819629994
CASP1	JAK2	0.704298973777194	transcript-transcript	0.704298973777194
CASP1	CTSB	0.459728621101239	transcript-transcript	0.459728621101239
CASP1	CTSL	0.456303568314452	transcript-transcript	0.456303568314452
MAPK1	VEGFA	0.543192956317231	transcript-transcript	0.543192956317231
CCL4	CCL3	0.541519269933648	transcript-transcript	0.541519269933648
STAT1	CCL3	-0.430873967628606	transcript-transcript	0.430873967628606
STAT1	CXCL10	0.763251557455175	transcript-transcript	0.763251557455175
STAT1	JAK2	0.74327526261622	transcript-transcript	0.74327526261622
STAT1	CCL5	-0.528324144376057	transcript-transcript	0.528324144376057
STAT1	CTSL	0.456750716642211	transcript-transcript	0.456750716642211
STAT1	CD14	-0.209536032113267	transcript-transcript	0.209536032113267
STAT1	CASP1	0.746499561541452	transcript-transcript	0.746499561541452
STAT1	B2M	0.666590175165116	transcript-transcript	0.666590175165116
IL1B	IL1RN	0.333671800200442	transcript-transcript	0.333671800200442
IL1B	NFKB1	0.715604691451116	transcript-transcript	0.715604691451116
IL1R2	STAT3	0.635090408696454	transcript-transcript	0.635090408696454
IRF1	CD14	0.417344027462044	transcript-transcript	0.417344027462044
IRF1	CASP1	0.564329675163773	transcript-transcript	0.564329675163773
IRF1	B2M	0.573858521130468	transcript-transcript	0.573858521130468
IRF1	STAT1	0.309960035889976	transcript-transcript	0.309960035889976
IRF1	IL1B	0.255988314810276	transcript-transcript	0.255988314810276
PTPN6	CD19	0.126777366496457	transcript-transcript	0.126777366496457
PTPN6	CASP1	0.301088566196782	transcript-transcript	0.301088566196782
LYZ	CCL5	-0.629648372957613	transcript-transcript	0.629648372957613
LYZ	VWF	0.200227445608005	transcript-transcript	0.200227445608005
LYZ	CTSL	0.355135618711195	transcript-transcript	0.355135618711195
LYZ	NFKB1	0.463693916101148	transcript-transcript	0.463693916101148
FCER1G	CCL2	0.146259131320816	transcript-transcript	0.146259131320816
FCER1G	CTSB	0.611800678720889	transcript-transcript	0.611800678720889
FCER1G	CCL5	-0.4717322612638	transcript-transcript	0.4717322612638
FCER1G	CTSL	0.578292589306994	transcript-transcript	0.578292589306994
FCER1G	CD14	0.186247215857572	transcript-transcript	0.186247215857572
FCER1G	NFKB1	0.360135764612865	transcript-transcript	0.360135764612865
FCER1G	CASP1	0.817266060838446	transcript-transcript	0.817266060838446
FCER1G	STAT1	0.551710847380848	transcript-transcript	0.551710847380848
FCER1G	IRF1	0.493891327360397	transcript-transcript	0.493891327360397
FCER1G	LYZ	0.413703534592965	transcript-transcript	0.413703534592965
IL7R	IL1RN	-0.638364606901058	transcript-transcript	0.638364606901058
IL7R	CCL5	0.188164028489211	transcript-transcript	0.188164028489211
IL7R	CTSL	-0.360176078198433	transcript-transcript	0.360176078198433
IL7R	NFKB1	-0.105043661827681	transcript-transcript	0.105043661827681
IL7R	IL6ST	0.119902945492884	transcript-transcript	0.119902945492884
IL7R	IL1B	-0.119674951127684	transcript-transcript	0.119674951127684
IL7R	LYZ	-0.257976556049247	transcript-transcript	0.257976556049247
SH2D3C	ADAMTS2	0.22374157468372	transcript-transcript	0.22374157468372
ZFYVE9	CENPJ	0.2615749063705	transcript-transcript	0.2615749063705
PRF1	TLR4	-0.746067058737049	transcript-transcript	0.746067058737049
FCGR3B	PRF1	-0.40679615485633	transcript-transcript	0.40679615485633
CTRL	SH2D3C	0.681590049314498	transcript-transcript	0.681590049314498
CTRL	MAS1	0.538589244648502	transcript-transcript	0.538589244648502
TLR3	PRF1	0.29842935264712	transcript-transcript	0.29842935264712
LTF	LAMP3	-0.1282747086048	transcript-transcript	0.1282747086048
LTF	PRF1	0.141214170341282	transcript-transcript	0.141214170341282
LTF	FCGR3B	0.2894840656334	transcript-transcript	0.2894840656334
LTF	MUC1	0.25366019834036	transcript-transcript	0.25366019834036
SLC33A1	SOAT1	0.362320541451789	transcript-transcript	0.362320541451789
PLG	IL6R	0.238629549901586	transcript-transcript	0.238629549901586
PLG	PROS1	0.2777562233966	transcript-transcript	0.2777562233966
PLG	C3	-0.395958360083842	transcript-transcript	0.395958360083842
